"iso2c","country","year","PRI","DEP","EMI","CON","GDP","OILp","OILs","REN","COA","iso3c","region","capital","longitude","latitude","income","lending"
"DK","Denmark",2015,14.7,1.77499867099204,0.089769775709631,5858.80153628748,49058.5010658416,1.55,1.08128648910077,65.443742011262,24.5448578436453,"DNK","Europe & Central Asia","Copenhagen","12.5681","55.6763","High income","Not classified"
"DM","Dominica",2017,33.4,2.61226378821593,0.35717224743864,2612.73355237393,11304.3597107511,1.01773551020408,26.9468480932919,9.6333309156024,4.65334720730921,"DMA","Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend"
"DM","Dominica",2019,34.5,2.61226378821593,0.35717224743864,2612.73355237393,12659.3445149032,1.01773551020408,26.9468480932919,9.6333309156024,4.65334720730921,"DMA","Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend"
"DM","Dominica",2018,35.2,2.61226378821593,0.35717224743864,2612.73355237393,11805.5536203546,1.01773551020408,26.9468480932919,9.6333309156024,4.65334720730921,"DMA","Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend"
"DM","Dominica",2015,46.5,2.61226378821593,0.358827759453606,2612.73355237393,11139.9489770197,1.01773551020408,26.9468480932919,9.6333309156024,4.65334720730921,"DMA","Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend"
"DM","Dominica",2016,36.5,2.61226378821593,0.35717224743864,2612.73355237393,11949.5340594635,1.01773551020408,26.9468480932919,9.6333309156024,4.65334720730921,"DMA","Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend"
"DO","Dominican Republic",2017,22,86.7171002235763,0.345736962347953,1615.51524233024,16735.3325857593,1.07,53.4810640949233,5.2662946307634,12.8569106572032,"DOM","Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"DO","Dominican Republic",2015,25,86.7171002235763,0.352378071533966,1615.51524233024,14740.8196989319,1.07,53.4810640949233,5.2662946307634,12.8569106572032,"DOM","Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"DO","Dominican Republic",2016,24.5,86.7171002235763,0.345736962347953,1615.51524233024,16109.855924333,1.07,53.4810640949233,5.2662946307634,12.8569106572032,"DOM","Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"DO","Dominican Republic",2018,21.3,86.7171002235763,0.345736962347953,1615.51524233024,18129.7086368998,1.07,53.4810640949233,5.2662946307634,12.8569106572032,"DOM","Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"DO","Dominican Republic",2019,20.4,86.7171002235763,0.345736962347953,1615.51524233024,19182.4091507031,1.07,53.4810640949233,5.2662946307634,12.8569106572032,"DOM","Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"DZ","Algeria",2019,2.2,-177.124357913786,0.765839527008379,1362.87191909646,11820.0876836807,0.28,1.31980580830838,0.111921858193552,0,"DZA","Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"DZ","Algeria",2015,2.7,-177.124357913786,0.806826834638291,1362.87191909646,12015.6490813501,0.28,1.31980580830838,0.111921858193552,0,"DZA","Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"DZ","Algeria",2018,2.6,-177.124357913786,0.765839527008379,1362.87191909646,11750.3791701101,0.28,1.31980580830838,0.111921858193552,0,"DZA","Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"DZ","Algeria",2017,3,-177.124357913786,0.765839527008379,1362.87191909646,11550.5554568171,0.28,1.31980580830838,0.111921858193552,0,"DZA","Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"DZ","Algeria",2016,2.7,-177.124357913786,0.765839527008379,1362.87191909646,11624.3158259611,0.28,1.31980580830838,0.111921858193552,0,"DZA","Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"EC","Ecuador",2015,7.9,-114.712138196457,0.500708136461076,1376.39311532627,11060.2876329825,0.61,34.5296167247387,2.10220673635308,0,"ECU","Latin America & Caribbean","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"EC","Ecuador",2019,11.7,-114.712138196457,0.482137210783014,1376.39311532627,11846.7805579093,0.61,34.5296167247387,2.10220673635308,0,"ECU","Latin America & Caribbean","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"EC","Ecuador",2016,9.9,-114.712138196457,0.482137210783014,1376.39311532627,11034.2698481839,0.61,34.5296167247387,2.10220673635308,0,"ECU","Latin America & Caribbean","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"EC","Ecuador",2017,10.7,-114.712138196457,0.482137210783014,1376.39311532627,11617.9087583298,0.61,34.5296167247387,2.10220673635308,0,"ECU","Latin America & Caribbean","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"EC","Ecuador",2018,12.5,-114.712138196457,0.482137210783014,1376.39311532627,11834.5708702335,0.61,34.5296167247387,2.10220673635308,0,"ECU","Latin America & Caribbean","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"EE","Estonia",2019,8.5,-2.70595995389848,0.696869746711564,6732.36747315611,38811.1433407717,1.14,1.22876067965825,14.1595468944994,5.3278295094557,"EST","Europe & Central Asia","Tallinn","24.7586","59.4392","High income","Not classified"
"EE","Estonia",2017,10.5,-2.70595995389848,0.696869746711564,6732.36747315611,33820.9187318032,1.14,1.22876067965825,14.1595468944994,5.3278295094557,"EST","Europe & Central Asia","Tallinn","24.7586","59.4392","High income","Not classified"
"EE","Estonia",2018,9.9,-2.70595995389848,0.696869746711564,6732.36747315611,36358.0277629012,1.14,1.22876067965825,14.1595468944994,5.3278295094557,"EST","Europe & Central Asia","Tallinn","24.7586","59.4392","High income","Not classified"
"EE","Estonia",2016,11.4,-2.70595995389848,0.696869746711564,6732.36747315611,31231.4711464203,1.14,1.22876067965825,14.1595468944994,5.3278295094557,"EST","Europe & Central Asia","Tallinn","24.7586","59.4392","High income","Not classified"
"EE","Estonia",2015,11.2,-2.70595995389848,0.705406641400241,6732.36747315611,29397.1298449963,1.14,1.22876067965825,14.1595468944994,5.3278295094557,"EST","Europe & Central Asia","Tallinn","24.7586","59.4392","High income","Not classified"
"EG","Egypt, Arab Rep.",2017,10.9,-7.39149397580216,0.914708296850418,1683.21351829557,11014.4861365513,0.4,21.0119960214752,0.878132950867417,0,"EGY","Middle East & North Africa","Cairo","31.2461","30.0982","Lower middle income","IBRD"
"EG","Egypt, Arab Rep.",2019,8,-7.39149397580216,0.914708296850418,1683.21351829557,12250.7804142431,0.4,21.0119960214752,0.878132950867417,0,"EGY","Middle East & North Africa","Cairo","31.2461","30.0982","Lower middle income","IBRD"
"EG","Egypt, Arab Rep.",2016,11.5,-7.39149397580216,0.914708296850418,1683.21351829557,11192.372891628,0.4,21.0119960214752,0.878132950867417,0,"EGY","Middle East & North Africa","Cairo","31.2461","30.0982","Lower middle income","IBRD"
"EG","Egypt, Arab Rep.",2015,10.8,-7.39149397580216,0.898539746698055,1683.21351829557,11512.4023933352,0.4,21.0119960214752,0.878132950867417,0,"EGY","Middle East & North Africa","Cairo","31.2461","30.0982","Lower middle income","IBRD"
"EG","Egypt, Arab Rep.",2018,12.1,-7.39149397580216,0.914708296850418,1683.21351829557,11634.5468507436,0.4,21.0119960214752,0.878132950867417,0,"EGY","Middle East & North Africa","Cairo","31.2461","30.0982","Lower middle income","IBRD"
"ES","Spain",2016,25.1,71.4326602897426,0.166908659808623,5355.98700558221,37282.4425131921,1.26,6.20644223015782,24.8200092155282,18.9623891256768,"ESP","Europe & Central Asia","Madrid","-3.70327","40.4167","High income","Not classified"
"ES","Spain",2015,23.1,71.4326602897426,0.176545194874052,5355.98700558221,34912.4761266679,1.26,6.20644223015782,24.8200092155282,18.9623891256768,"ESP","Europe & Central Asia","Madrid","-3.70327","40.4167","High income","Not classified"
"ES","Spain",2019,24.8,71.4326602897426,0.166908659808623,5355.98700558221,42214.1303934743,1.26,6.20644223015782,24.8200092155282,18.9623891256768,"ESP","Europe & Central Asia","Madrid","-3.70327","40.4167","High income","Not classified"
"ES","Spain",2018,19.1,71.4326602897426,0.166908659808623,5355.98700558221,40482.5890103223,1.26,6.20644223015782,24.8200092155282,18.9623891256768,"ESP","Europe & Central Asia","Madrid","-3.70327","40.4167","High income","Not classified"
"ES","Spain",2017,15.9,71.4326602897426,0.166908659808623,5355.98700558221,39575.5351485129,1.26,6.20644223015782,24.8200092155282,18.9623891256768,"ESP","Europe & Central Asia","Madrid","-3.70327","40.4167","High income","Not classified"
"ET","Ethiopia",2019,3.9,5.9263144174666,0.279200248506573,69.1987531624304,2311.70438636716,0.75,0.0383251892306218,7.27220465651049,0,"ETH","Sub-Saharan Africa","Addis Ababa","38.7468","9.02274","Low income","IDA"
"ET","Ethiopia",2017,4.4,5.9263144174666,0.279200248506573,69.1987531624304,2021.56104599467,0.75,0.0383251892306218,7.27220465651049,0,"ETH","Sub-Saharan Africa","Addis Ababa","38.7468","9.02274","Low income","IDA"
"ET","Ethiopia",2016,4.7,5.9263144174666,0.279200248506573,69.1987531624304,1878.81249691701,0.75,0.0383251892306218,7.27220465651049,0,"ETH","Sub-Saharan Africa","Addis Ababa","38.7468","9.02274","Low income","IDA"
"ET","Ethiopia",2018,4.1,5.9263144174666,0.279200248506573,69.1987531624304,2153.1494151845,0.75,0.0383251892306218,7.27220465651049,0,"ETH","Sub-Saharan Africa","Addis Ababa","38.7468","9.02274","Low income","IDA"
"ET","Ethiopia",2015,4.7,5.9263144174666,0.281879096482885,69.1987531624304,1657.34509875149,0.75,0.0383251892306218,7.27220465651049,0,"ETH","Sub-Saharan Africa","Addis Ababa","38.7468","9.02274","Low income","IDA"
"FI","Finland",2018,11.8,45.3337850256363,0.178549365616324,15249.9893802302,49373.1839591315,1.45,0.309051416242693,20.0533551029928,8.30357012697348,"FIN","Europe & Central Asia","Helsinki","24.9525","60.1608","High income","Not classified"
"FI","Finland",2019,11.3,45.3337850256363,0.178549365616324,15249.9893802302,51323.8333764442,1.45,0.309051416242693,20.0533551029928,8.30357012697348,"FIN","Europe & Central Asia","Helsinki","24.9525","60.1608","High income","Not classified"
"FI","Finland",2015,16.4,45.3337850256363,0.170341074895738,15249.9893802302,42509.1313083959,1.45,0.309051416242693,20.0533551029928,8.30357012697348,"FIN","Europe & Central Asia","Helsinki","24.9525","60.1608","High income","Not classified"
"FI","Finland",2016,14.3,45.3337850256363,0.178549365616324,15249.9893802302,44929.9087769941,1.45,0.309051416242693,20.0533551029928,8.30357012697348,"FIN","Europe & Central Asia","Helsinki","24.9525","60.1608","High income","Not classified"
"FI","Finland",2017,12.7,45.3337850256363,0.178549365616324,15249.9893802302,47481.2138160103,1.45,0.309051416242693,20.0533551029928,8.30357012697348,"FIN","Europe & Central Asia","Helsinki","24.9525","60.1608","High income","Not classified"
"FJ","Fiji",2016,24,-17.4057632186194,0.527154183339383,2612.73355237393,12632.0135574564,0.82,3.02161083285626,4.75618237218039,37.6940451969132,"FJI","East Asia & Pacific","Suva","178.399","-18.1149","Upper middle income","Blend"
"FJ","Fiji",2019,20.3,-17.4057632186194,0.527154183339383,2612.73355237393,14427.5824179953,0.82,3.02161083285626,4.75618237218039,37.6940451969132,"FJI","East Asia & Pacific","Suva","178.399","-18.1149","Upper middle income","Blend"
"FJ","Fiji",2018,21.1,-17.4057632186194,0.527154183339383,2612.73355237393,14133.8933294054,0.82,3.02161083285626,4.75618237218039,37.6940451969132,"FJI","East Asia & Pacific","Suva","178.399","-18.1149","Upper middle income","Blend"
"FJ","Fiji",2015,24.7,-17.4057632186194,0.569437558936493,2612.73355237393,12412.4221339773,0.82,3.02161083285626,4.75618237218039,37.6940451969132,"FJI","East Asia & Pacific","Suva","178.399","-18.1149","Upper middle income","Blend"
"FJ","Fiji",2017,22.2,-17.4057632186194,0.527154183339383,2612.73355237393,13429.3159269998,0.82,3.02161083285626,4.75618237218039,37.6940451969132,"FJI","East Asia & Pacific","Suva","178.399","-18.1149","Upper middle income","Blend"
"FM","Micronesia, Fed. Sts.",2016,44,-17.4057632186194,0.478798123913554,842.23727185484,3380.73687542893,1.04963414634146,3.02161083285626,4.75618237218039,37.6940451969132,"FSM","East Asia & Pacific","Palikir","158.185","6.91771","Lower middle income","IDA"
"FM","Micronesia, Fed. Sts.",2017,35.1,-17.4057632186194,0.478798123913554,842.23727185484,3497.91729516813,1.04963414634146,3.02161083285626,4.75618237218039,37.6940451969132,"FSM","East Asia & Pacific","Palikir","158.185","6.91771","Lower middle income","IDA"
"FM","Micronesia, Fed. Sts.",2018,38.8,-17.4057632186194,0.478798123913554,842.23727185484,3550.41595018639,1.04963414634146,3.02161083285626,4.75618237218039,37.6940451969132,"FSM","East Asia & Pacific","Palikir","158.185","6.91771","Lower middle income","IDA"
"FM","Micronesia, Fed. Sts.",2015,56,-17.4057632186194,0.483108170859674,842.23727185484,3354.50815305938,1.04963414634146,3.02161083285626,4.75618237218039,37.6940451969132,"FSM","East Asia & Pacific","Palikir","158.185","6.91771","Lower middle income","IDA"
"FR","France",2018,13.6,44.1101659652436,0.503619543838972,6939.94352490927,46605.1863431702,1.39,0.382612769612454,6.19651673309742,2.16044891338683,"FRA","Europe & Central Asia","Paris","2.35097","48.8566","High income","Not classified"
"FR","France",2015,14.2,44.1101659652436,0.503619543838972,6939.94352490927,40860.9112179241,1.39,0.382612769612454,6.19651673309742,2.16044891338683,"FRA","Europe & Central Asia","Paris","2.35097","48.8566","High income","Not classified"
"FR","France",2017,14.5,44.1101659652436,0.503619543838972,6939.94352490927,44826.5074739036,1.39,0.382612769612454,6.19651673309742,2.16044891338683,"FRA","Europe & Central Asia","Paris","2.35097","48.8566","High income","Not classified"
"FR","France",2019,13,44.1101659652436,0.503619543838972,6939.94352490927,49435.179939609,1.39,0.382612769612454,6.19651673309742,2.16044891338683,"FRA","Europe & Central Asia","Paris","2.35097","48.8566","High income","Not classified"
"FR","France",2016,14.3,44.1101659652436,0.503619543838972,6939.94352490927,42920.2668185606,1.39,0.382612769612454,6.19651673309742,2.16044891338683,"FRA","Europe & Central Asia","Paris","2.35097","48.8566","High income","Not classified"
"GA","Gabon",2018,19.4,-213.400519530877,0.281043997089551,1167.85221361079,15091.2880733806,0.92,10.2069614299153,0.564440263405456,0,"GAB","Sub-Saharan Africa","Libreville","9.45162","0.38832","Upper middle income","IBRD"
"GA","Gabon",2019,18.9,-213.400519530877,0.281043997089551,1167.85221361079,15486.0683210591,0.92,10.2069614299153,0.564440263405456,0,"GAB","Sub-Saharan Africa","Libreville","9.45162","0.38832","Upper middle income","IBRD"
"GA","Gabon",2016,22.6,-213.400519530877,0.281043997089551,1167.85221361079,14286.2537403689,0.92,10.2069614299153,0.564440263405456,0,"GAB","Sub-Saharan Africa","Libreville","9.45162","0.38832","Upper middle income","IBRD"
"GA","Gabon",2017,21.2,-213.400519530877,0.281043997089551,1167.85221361079,15006.7640910411,0.92,10.2069614299153,0.564440263405456,0,"GAB","Sub-Saharan Africa","Libreville","9.45162","0.38832","Upper middle income","IBRD"
"GA","Gabon",2015,22.2,-213.400519530877,0.28375801740964,1167.85221361079,14699.5662365533,0.92,10.2069614299153,0.564440263405456,0,"GAB","Sub-Saharan Africa","Libreville","9.45162","0.38832","Upper middle income","IBRD"
"GB","United Kingdom",2015,15,34.6299902675264,0.148040524800172,5130.39025330028,42518.1412562852,1.46,0.63414953204343,22.9703052717954,22.806490741952,"GBR","Europe & Central Asia","London","-0.126236","51.5002","High income","Not classified"
"GB","United Kingdom",2016,15.6,34.6299902675264,0.135925326479508,5130.39025330028,44162.5511728591,1.46,0.63414953204343,22.9703052717954,22.806490741952,"GBR","Europe & Central Asia","London","-0.126236","51.5002","High income","Not classified"
"GB","United Kingdom",2019,17.2,34.6299902675264,0.135925326479508,5130.39025330028,48709.701144586,1.46,0.63414953204343,22.9703052717954,22.806490741952,"GBR","Europe & Central Asia","London","-0.126236","51.5002","High income","Not classified"
"GB","United Kingdom",2018,16.1,34.6299902675264,0.135925326479508,5130.39025330028,46956.0777631492,1.46,0.63414953204343,22.9703052717954,22.806490741952,"GBR","Europe & Central Asia","London","-0.126236","51.5002","High income","Not classified"
"GB","United Kingdom",2017,15.5,34.6299902675264,0.135925326479508,5130.39025330028,45974.8643523571,1.46,0.63414953204343,22.9703052717954,22.806490741952,"GBR","Europe & Central Asia","London","-0.126236","51.5002","High income","Not classified"
"GD","Grenada",2019,27.6,2.61226378821593,0.287336444450621,2612.73355237393,17956.1054033822,1.12,26.9468480932919,9.6333309156024,4.65334720730921,"GRD","Latin America & Caribbean","Saint George's","-61.7449","12.0653","Upper middle income","Blend"
"GD","Grenada",2017,23.9,2.61226378821593,0.287336444450621,2612.73355237393,16217.4998498411,1.12,26.9468480932919,9.6333309156024,4.65334720730921,"GRD","Latin America & Caribbean","Saint George's","-61.7449","12.0653","Upper middle income","Blend"
"GD","Grenada",2018,27.7,2.61226378821593,0.287336444450621,2612.73355237393,17197.6580728223,1.12,26.9468480932919,9.6333309156024,4.65334720730921,"GRD","Latin America & Caribbean","Saint George's","-61.7449","12.0653","Upper middle income","Blend"
"GD","Grenada",2016,29.8,2.61226378821593,0.287336444450621,2612.73355237393,15025.8216639411,1.12,26.9468480932919,9.6333309156024,4.65334720730921,"GRD","Latin America & Caribbean","Saint George's","-61.7449","12.0653","Upper middle income","Blend"
"GD","Grenada",2015,39.8,2.61226378821593,0.28990391773294,2612.73355237393,14152.4175665278,1.12,26.9468480932919,9.6333309156024,4.65334720730921,"GRD","Latin America & Caribbean","Saint George's","-61.7449","12.0653","Upper middle income","Blend"
"GE","Georgia",2019,6.5,68.7520487261394,0.631180636859356,2693.97276022513,15636.5537604743,0.76,0,0,0,"GEO","Europe & Central Asia","Tbilisi","44.793","41.71","Upper middle income","IBRD"
"GE","Georgia",2016,7.9,68.7520487261394,0.631180636859356,2693.97276022513,12858.4834001898,0.76,0,0,0,"GEO","Europe & Central Asia","Tbilisi","44.793","41.71","Upper middle income","IBRD"
"GE","Georgia",2018,7.4,68.7520487261394,0.631180636859356,2693.97276022513,14593.504870131,0.76,0,0,0,"GEO","Europe & Central Asia","Tbilisi","44.793","41.71","Upper middle income","IBRD"
"GE","Georgia",2015,8.2,68.7520487261394,0.628360672645271,2693.97276022513,12089.1694050447,0.76,0,0,0,"GEO","Europe & Central Asia","Tbilisi","44.793","41.71","Upper middle income","IBRD"
"GE","Georgia",2017,9.8,68.7520487261394,0.631180636859356,2693.97276022513,13589.7073915159,0.76,0,0,0,"GEO","Europe & Central Asia","Tbilisi","44.793","41.71","Upper middle income","IBRD"
"GH","Ghana",2018,24.5,-8.19210387276878,0.355886015228539,351.301578961752,5317.01175916129,0.92,0,0.0261073883909146,0,"GHA","Sub-Saharan Africa","Accra","-0.20795","5.57045","Lower middle income","IDA"
"GH","Ghana",2019,22.2,-8.19210387276878,0.355886015228539,351.301578961752,5636.95391019817,0.92,0,0.0261073883909146,0,"GHA","Sub-Saharan Africa","Accra","-0.20795","5.57045","Lower middle income","IDA"
"GH","Ghana",2017,19.3,-8.19210387276878,0.355886015228539,351.301578961752,4996.63870607304,0.92,0,0.0261073883909146,0,"GHA","Sub-Saharan Africa","Accra","-0.20795","5.57045","Lower middle income","IDA"
"GH","Ghana",2016,25.4,-8.19210387276878,0.355886015228539,351.301578961752,4890.01896330611,0.92,0,0.0261073883909146,0,"GHA","Sub-Saharan Africa","Accra","-0.20795","5.57045","Lower middle income","IDA"
"GH","Ghana",2015,27.1,-8.19210387276878,0.365564719452297,351.301578961752,5117.33709503396,0.92,0,0.0261073883909146,0,"GHA","Sub-Saharan Africa","Accra","-0.20795","5.57045","Lower middle income","IDA"
"GM","Gambia, The",2016,25.4,-92.8120001889916,0.331201438936673,306.854834789436,2068.74298831129,1.18,25.3825439192845,3.46893388601574,12.9731760800038,"GMB","Sub-Saharan Africa","Banjul","-16.5885","13.4495","Low income","IDA"
"GM","Gambia, The",2017,23.7,-92.8120001889916,0.331201438936673,306.854834789436,2072.6524500401,1.18,25.3825439192845,3.46893388601574,12.9731760800038,"GMB","Sub-Saharan Africa","Banjul","-16.5885","13.4495","Low income","IDA"
"GM","Gambia, The",2019,20,-92.8120001889916,0.331201438936673,306.854834789436,2298.37817290533,1.18,25.3825439192845,3.46893388601574,12.9731760800038,"GMB","Sub-Saharan Africa","Banjul","-16.5885","13.4495","Low income","IDA"
"GM","Gambia, The",2018,21.1,-92.8120001889916,0.331201438936673,306.854834789436,2194.82215924984,1.18,25.3825439192845,3.46893388601574,12.9731760800038,"GMB","Sub-Saharan Africa","Banjul","-16.5885","13.4495","Low income","IDA"
"GM","Gambia, The",2015,29,-92.8120001889916,0.332980799951844,306.854834789436,2066.85935860117,1.18,25.3825439192845,3.46893388601574,12.9731760800038,"GMB","Sub-Saharan Africa","Banjul","-16.5885","13.4495","Low income","IDA"
"GN","Guinea",2016,17,-92.8120001889916,0.315109776858566,306.854834789436,2078.59300695419,0.9,25.3825439192845,3.46893388601574,12.9731760800038,"GIN","Sub-Saharan Africa","Conakry","-13.7","9.51667","Low income","IDA"
"GN","Guinea",2018,20.9,-92.8120001889916,0.315109776858566,306.854834789436,2557.38080921857,0.9,25.3825439192845,3.46893388601574,12.9731760800038,"GIN","Sub-Saharan Africa","Conakry","-13.7","9.51667","Low income","IDA"
"GN","Guinea",2017,16.4,-92.8120001889916,0.315109776858566,306.854834789436,2420.60099315665,0.9,25.3825439192845,3.46893388601574,12.9731760800038,"GIN","Sub-Saharan Africa","Conakry","-13.7","9.51667","Low income","IDA"
"GN","Guinea",2019,19.6,-92.8120001889916,0.315109776858566,306.854834789436,2670.30894674638,0.9,25.3825439192845,3.46893388601574,12.9731760800038,"GIN","Sub-Saharan Africa","Conakry","-13.7","9.51667","Low income","IDA"
"GN","Guinea",2015,17.2,-92.8120001889916,0.315006214397715,306.854834789436,1819.36361591165,0.9,25.3825439192845,3.46893388601574,12.9731760800038,"GIN","Sub-Saharan Africa","Conakry","-13.7","9.51667","Low income","IDA"
"GQ","Equatorial Guinea",2019,17,-92.8120001889916,0.376527024713765,2612.73355237393,19327.1383188315,1.01874802990503,25.3825439192845,3.46893388601574,12.9731760800038,"GNQ","Sub-Saharan Africa","Malabo","8.7741","3.7523","Upper middle income","IBRD"
"GQ","Equatorial Guinea",2018,21.4,-92.8120001889916,0.376527024713765,2612.73355237393,20840.2747680871,1.01874802990503,25.3825439192845,3.46893388601574,12.9731760800038,"GNQ","Sub-Saharan Africa","Malabo","8.7741","3.7523","Upper middle income","IBRD"
"GQ","Equatorial Guinea",2015,22,-92.8120001889916,0.366041430953725,2612.73355237393,24042.4970922993,1.01874802990503,25.3825439192845,3.46893388601574,12.9731760800038,"GNQ","Sub-Saharan Africa","Malabo","8.7741","3.7523","Upper middle income","IBRD"
"GQ","Equatorial Guinea",2016,22.7,-92.8120001889916,0.376527024713765,2612.73355237393,20458.8122673241,1.01874802990503,25.3825439192845,3.46893388601574,12.9731760800038,"GNQ","Sub-Saharan Africa","Malabo","8.7741","3.7523","Upper middle income","IBRD"
"GQ","Equatorial Guinea",2017,23.3,-92.8120001889916,0.376527024713765,2612.73355237393,22551.083245578,1.01874802990503,25.3825439192845,3.46893388601574,12.9731760800038,"GNQ","Sub-Saharan Africa","Malabo","8.7741","3.7523","Upper middle income","IBRD"
"GR","Greece",2017,22.2,64.1755466387847,0.255615247712696,5062.60642155232,29089.0140066987,1.54,10.9277912855544,16.888580139709,42.6594882482343,"GRC","Europe & Central Asia","Athens","23.7166","37.9792","High income","Not classified"
"GR","Greece",2019,19.5,64.1755466387847,0.255615247712696,5062.60642155232,31399.4156733879,1.54,10.9277912855544,16.888580139709,42.6594882482343,"GRC","Europe & Central Asia","Athens","23.7166","37.9792","High income","Not classified"
"GR","Greece",2015,14.1,64.1755466387847,0.26585609058098,5062.60642155232,26902.525319841,1.54,10.9277912855544,16.888580139709,42.6594882482343,"GRC","Europe & Central Asia","Athens","23.7166","37.9792","High income","Not classified"
"GR","Greece",2018,20.7,64.1755466387847,0.255615247712696,5062.60642155232,30354.34900426,1.54,10.9277912855544,16.888580139709,42.6594882482343,"GRC","Europe & Central Asia","Athens","23.7166","37.9792","High income","Not classified"
"GR","Greece",2016,15.6,64.1755466387847,0.255615247712696,5062.60642155232,27823.3618443287,1.54,10.9277912855544,16.888580139709,42.6594882482343,"GRC","Europe & Central Asia","Athens","23.7166","37.9792","High income","Not classified"
"GT","Guatemala",2017,14.2,32.8442095772155,0.326878344142781,601.189731088787,8317.36411696486,0.79,18.249231325737,25.3481642249955,21.3601012841382,"GTM","Latin America & Caribbean","Guatemala City","-90.5328","14.6248","Upper middle income","IBRD"
"GT","Guatemala",2019,19.4,32.8442095772155,0.326878344142781,601.189731088787,8995.5378734599,0.79,18.249231325737,25.3481642249955,21.3601012841382,"GTM","Latin America & Caribbean","Guatemala City","-90.5328","14.6248","Upper middle income","IBRD"
"GT","Guatemala",2018,12.3,32.8442095772155,0.326878344142781,601.189731088787,8647.82154406103,0.79,18.249231325737,25.3481642249955,21.3601012841382,"GTM","Latin America & Caribbean","Guatemala City","-90.5328","14.6248","Upper middle income","IBRD"
"GT","Guatemala",2015,21.4,32.8442095772155,0.316777447089187,601.189731088787,8194.44068126819,0.79,18.249231325737,25.3481642249955,21.3601012841382,"GTM","Latin America & Caribbean","Guatemala City","-90.5328","14.6248","Upper middle income","IBRD"
"GT","Guatemala",2016,16.6,32.8442095772155,0.326878344142781,601.189731088787,8221.74642722194,0.79,18.249231325737,25.3481642249955,21.3601012841382,"GTM","Latin America & Caribbean","Guatemala City","-90.5328","14.6248","Upper middle income","IBRD"
"GW","Guinea-Bissau",2017,27.6,-92.8120001889916,0.276621249646482,306.854834789436,1925.23773659951,1.17714285714286,25.3825439192845,3.46893388601574,12.9731760800038,"GNB","Sub-Saharan Africa","Bissau","-15.1804","11.8037","Low income","IDA"
"GW","Guinea-Bissau",2016,31.2,-92.8120001889916,0.276621249646482,306.854834789436,1746.74980599346,1.17714285714286,25.3825439192845,3.46893388601574,12.9731760800038,"GNB","Sub-Saharan Africa","Bissau","-15.1804","11.8037","Low income","IDA"
"GW","Guinea-Bissau",2018,26.9,-92.8120001889916,0.276621249646482,306.854834789436,1995.17215617401,1.17714285714286,25.3825439192845,3.46893388601574,12.9731760800038,"GNB","Sub-Saharan Africa","Bissau","-15.1804","11.8037","Low income","IDA"
"GW","Guinea-Bissau",2015,33.1,-92.8120001889916,0.279248225821472,306.854834789436,1597.20885135332,1.17714285714286,25.3825439192845,3.46893388601574,12.9731760800038,"GNB","Sub-Saharan Africa","Bissau","-15.1804","11.8037","Low income","IDA"
"GW","Guinea-Bissau",2019,24.9,-92.8120001889916,0.276621249646482,306.854834789436,2071.81624750216,1.17714285714286,25.3825439192845,3.46893388601574,12.9731760800038,"GNB","Sub-Saharan Africa","Bissau","-15.1804","11.8037","Low income","IDA"
"GY","Guyana",2016,29.3,2.61226378821593,0.814602848621867,2612.73355237393,8830.39799264415,0.9,26.9468480932919,9.6333309156024,4.65334720730921,"GUY","Latin America & Caribbean","Georgetown","-58.1548","6.80461","Upper middle income","IDA"
"GY","Guyana",2017,30.1,2.61226378821593,0.814602848621867,2612.73355237393,8989.03827392901,0.9,26.9468480932919,9.6333309156024,4.65334720730921,"GUY","Latin America & Caribbean","Georgetown","-58.1548","6.80461","Upper middle income","IDA"
"GY","Guyana",2018,28.9,2.61226378821593,0.814602848621867,2612.73355237393,9531.88462306121,0.9,26.9468480932919,9.6333309156024,4.65334720730921,"GUY","Latin America & Caribbean","Georgetown","-58.1548","6.80461","Upper middle income","IDA"
